"Team","Rank","id","ye","mo","Date"
"Congo DR",72,136,2005,9,"2005-09"
"Cuba",73,136,2005,9,"2005-09"
"Scotland",74,136,2005,9,"2005-09"
"Qatar",75,136,2005,9,"2005-09"
"Panama",76,136,2005,9,"2005-09"
"Chile",76,136,2005,9,"2005-09"
"Oman",78,136,2005,9,"2005-09"
"Austria",79,136,2005,9,"2005-09"
"Libya",80,136,2005,9,"2005-09"
"Estonia",81,136,2005,9,"2005-09"
"Wales",82,136,2005,9,"2005-09"
"Algeria",83,136,2005,9,"2005-09"
"Canada",84,136,2005,9,"2005-09"
"Korea DPR",85,136,2005,9,"2005-09"
"Albania",86,136,2005,9,"2005-09"
"Kenya",87,136,2005,9,"2005-09"
"United Arab Emirates",88,136,2005,9,"2005-09"
"Burkina Faso",89,136,2005,9,"2005-09"
"Guinea",89,136,2005,9,"2005-09"
"Haiti",91,136,2005,9,"2005-09"
"Iceland",92,136,2005,9,"2005-09"
"Sudan",93,136,2005,9,"2005-09"
"Thailand",94,136,2005,9,"2005-09"
"Lithuania",95,136,2005,9,"2005-09"
"Botswana",96,136,2005,9,"2005-09"
"Indonesia",96,136,2005,9,"2005-09"
"FYR Macedonia",96,136,2005,9,"2005-09"
"Singapore",99,136,2005,9,"2005-09"
"Bolivia",100,136,2005,9,"2005-09"
"Northern Ireland",101,136,2005,9,"2005-09"
"Syria",102,136,2005,9,"2005-09"
"Cyprus",103,136,2005,9,"2005-09"
"Georgia",104,136,2005,9,"2005-09"
"Gabon",105,136,2005,9,"2005-09"
"Rwanda",106,136,2005,9,"2005-09"
"Moldova",107,136,2005,9,"2005-09"
"Malawi",108,136,2005,9,"2005-09"
"Turkmenistan",109,136,2005,9,"2005-09"
"Uganda",110,136,2005,9,"2005-09"
"New Zealand",111,136,2005,9,"2005-09"
"Vietnam",112,136,2005,9,"2005-09"
"Congo",113,136,2005,9,"2005-09"
"Azerbaijan",114,136,2005,9,"2005-09"
"Armenia",115,136,2005,9,"2005-09"
"Malaysia",116,136,2005,9,"2005-09"
"St. Lucia",117,136,2005,9,"2005-09"
"Lebanon",118,136,2005,9,"2005-09"
"El Salvador",118,136,2005,9,"2005-09"
"Hong Kong",120,136,2005,9,"2005-09"
"Barbados",121,136,2005,9,"2005-09"
"Cape Verde Islands",122,136,2005,9,"2005-09"
"Liechtenstein",123,136,2005,9,"2005-09"
"St. Kitts and Nevis",124,136,2005,9,"2005-09"
"Andorra",125,136,2005,9,"2005-09"
"Benin",126,136,2005,9,"2005-09"
"Malta",127,136,2005,9,"2005-09"
"St. Vincent and the Grenadines",128,136,2005,9,"2005-09"
"Ethiopia",128,136,2005,9,"2005-09"
"Mozambique",130,136,2005,9,"2005-09"
"Yemen",131,136,2005,9,"2005-09"
"Liberia",132,136,2005,9,"2005-09"
"Swaziland",132,136,2005,9,"2005-09"
"Faroe Islands",134,136,2005,9,"2005-09"
"India",134,136,2005,9,"2005-09"
"Palestine",136,136,2005,9,"2005-09"
"Tahiti",137,136,2005,9,"2005-09"
"Solomon Islands",138,136,2005,9,"2005-09"
"Fiji",139,136,2005,9,"2005-09"
"Tajikistan",140,136,2005,9,"2005-09"
"Myanmar",141,136,2005,9,"2005-09"
"Maldives",142,136,2005,9,"2005-09"
"Sri Lanka",142,136,2005,9,"2005-09"
"Burundi",142,136,2005,9,"2005-09"
"Mauritius",145,136,2005,9,"2005-09"
"Kazakhstan",146,136,2005,9,"2005-09"
"Lesotho",147,136,2005,9,"2005-09"
"Vanuatu",148,136,2005,9,"2005-09"
"Grenada",149,136,2005,9,"2005-09"
"Madagascar",150,136,2005,9,"2005-09"
"Suriname",151,136,2005,9,"2005-09"
"Kyrgyzstan",152,136,2005,9,"2005-09"
"Chinese Taipei",153,136,2005,9,"2005-09"
"Antigua and Barbuda",153,136,2005,9,"2005-09"
"Luxembourg",155,136,2005,9,"2005-09"
"Nicaragua",156,136,2005,9,"2005-09"
"Chad",157,136,2005,9,"2005-09"
"Bermuda",158,136,2005,9,"2005-09"
"Namibia",159,136,2005,9,"2005-09"
"Gambia",160,136,2005,9,"2005-09"
"San Marino",161,136,2005,9,"2005-09"
"Sierra Leone",162,136,2005,9,"2005-09"
"British Virgin Islands",163,136,2005,9,"2005-09"
"Laos",164,136,2005,9,"2005-09"
"Papua New Guinea",165,136,2005,9,"2005-09"
"Netherlands Antilles",166,136,2005,9,"2005-09"
"Dominica",167,136,2005,9,"2005-09"
"Bangladesh",168,136,2005,9,"2005-09"
"Pakistan",169,136,2005,9,"2005-09"
"Eritrea",170,136,2005,9,"2005-09"
"Equatorial Guinea",171,136,2005,9,"2005-09"
"Dominican Republic",172,136,2005,9,"2005-09"
"Seychelles",173,136,2005,9,"2005-09"
"Tanzania",174,136,2005,9,"2005-09"
"Niger",175,136,2005,9,"2005-09"
"Mauritania",176,136,2005,9,"2005-09"
"Cayman Islands",177,136,2005,9,"2005-09"
"Samoa",178,136,2005,9,"2005-09"
"Nepal",179,136,2005,9,"2005-09"
"Mongolia",180,136,2005,9,"2005-09"
"Belize",180,136,2005,9,"2005-09"
"Guyana",182,136,2005,9,"2005-09"
"Central African Republic",183,136,2005,9,"2005-09"
"Tonga",184,136,2005,9,"2005-09"
"New Caledonia",185,136,2005,9,"2005-09"
"Cambodia",186,136,2005,9,"2005-09"
"Philippines",187,136,2005,9,"2005-09"
"Somalia",188,136,2005,9,"2005-09"
"Bhutan",189,136,2005,9,"2005-09"
"Macau",190,136,2005,9,"2005-09"
"Guinea-Bissau",191,136,2005,9,"2005-09"
"Bahamas",192,136,2005,9,"2005-09"
"Cook Islands",193,136,2005,9,"2005-09"
"Puerto Rico",194,136,2005,9,"2005-09"
"US Virgin Islands",195,136,2005,9,"2005-09"
"São Tomé e Príncipe",196,136,2005,9,"2005-09"
"Anguilla",197,136,2005,9,"2005-09"
"Brunei Darussalam",198,136,2005,9,"2005-09"
"Aruba",199,136,2005,9,"2005-09"
"Afghanistan",200,136,2005,9,"2005-09"
"Djibouti",201,136,2005,9,"2005-09"
"Montserrat",202,136,2005,9,"2005-09"
"Turks and Caicos Islands",203,136,2005,9,"2005-09"
"Guam",204,136,2005,9,"2005-09"
"American Samoa",205,136,2005,9,"2005-09"
"Brazil",1,137,2005,10,"2005-10"
"Netherlands",2,137,2005,10,"2005-10"
"Czech Republic",3,137,2005,10,"2005-10"
"Argentina",4,137,2005,10,"2005-10"
"France",5,137,2005,10,"2005-10"
"Mexico",6,137,2005,10,"2005-10"
"USA",7,137,2005,10,"2005-10"
"Spain",8,137,2005,10,"2005-10"
"Portugal",9,137,2005,10,"2005-10"
"England",9,137,2005,10,"2005-10"
"Turkey",11,137,2005,10,"2005-10"
"Italy",12,137,2005,10,"2005-10"
"Sweden",13,137,2005,10,"2005-10"
"Denmark",14,137,2005,10,"2005-10"
"Germany",15,137,2005,10,"2005-10"
"Japan",16,137,2005,10,"2005-10"
"Uruguay",17,137,2005,10,"2005-10"
"Greece",18,137,2005,10,"2005-10"
"Croatia",19,137,2005,10,"2005-10"
"Costa Rica",20,137,2005,10,"2005-10"
"Republic of Ireland",21,137,2005,10,"2005-10"
"Iran",21,137,2005,10,"2005-10"
"Poland",23,137,2005,10,"2005-10"
"Colombia",23,137,2005,10,"2005-10"
"Cameroon",23,137,2005,10,"2005-10"
"Nigeria",23,137,2005,10,"2005-10"
"Tunisia",27,137,2005,10,"2005-10"
"Romania",28,137,2005,10,"2005-10"
"Korea Republic",29,137,2005,10,"2005-10"
"Russia",30,137,2005,10,"2005-10"
"Saudi Arabia",31,137,2005,10,"2005-10"
"Egypt",32,137,2005,10,"2005-10"
"Paraguay",33,137,2005,10,"2005-10"
"Senegal",34,137,2005,10,"2005-10"
"Morocco",35,137,2005,10,"2005-10"
"Ecuador",36,137,2005,10,"2005-10"
"Norway",37,137,2005,10,"2005-10"
"Switzerland",38,137,2005,10,"2005-10"
"Ukraine",39,137,2005,10,"2005-10"
"Jamaica",40,137,2005,10,"2005-10"
"Honduras",40,137,2005,10,"2005-10"
"Serbia and Montenegro",42,137,2005,10,"2005-10"
"Israel",43,137,2005,10,"2005-10"
"Finland",44,137,2005,10,"2005-10"
"Slovakia",45,137,2005,10,"2005-10"
"South Africa",46,137,2005,10,"2005-10"
"Bulgaria",46,137,2005,10,"2005-10"
"Côte d'Ivoire",48,137,2005,10,"2005-10"
"Togo",49,137,2005,10,"2005-10"
"Belgium",49,137,2005,10,"2005-10"
"Ghana",51,137,2005,10,"2005-10"
"Zimbabwe",52,137,2005,10,"2005-10"
"Trinidad and Tobago",53,137,2005,10,"2005-10"
"Australia",54,137,2005,10,"2005-10"
"Bahrain",55,137,2005,10,"2005-10"
"Guatemala",56,137,2005,10,"2005-10"
"Uzbekistan",57,137,2005,10,"2005-10"
"Zambia",58,137,2005,10,"2005-10"
"Mali",58,137,2005,10,"2005-10"
"Angola",60,137,2005,10,"2005-10"
"Slovenia",61,137,2005,10,"2005-10"
"Scotland",62,137,2005,10,"2005-10"
"Peru",63,137,2005,10,"2005-10"
"Latvia",64,137,2005,10,"2005-10"
"China PR",65,137,2005,10,"2005-10"
"Hungary",66,137,2005,10,"2005-10"
"Iraq",67,137,2005,10,"2005-10"
"Kuwait",67,137,2005,10,"2005-10"
"Bosnia and Herzegovina",69,137,2005,10,"2005-10"
"Belarus",70,137,2005,10,"2005-10"
"Venezuela",71,137,2005,10,"2005-10"
"Chile",72,137,2005,10,"2005-10"
"Wales",73,137,2005,10,"2005-10"
"Austria",74,137,2005,10,"2005-10"
"Congo DR",75,137,2005,10,"2005-10"
"Cuba",76,137,2005,10,"2005-10"
"Qatar",77,137,2005,10,"2005-10"
"Jordan",78,137,2005,10,"2005-10"
"Panama",78,137,2005,10,"2005-10"
"Oman",80,137,2005,10,"2005-10"
"Estonia",81,137,2005,10,"2005-10"
"Guinea",82,137,2005,10,"2005-10"
"Algeria",82,137,2005,10,"2005-10"
"Libya",84,137,2005,10,"2005-10"
"Albania",85,137,2005,10,"2005-10"
"Korea DPR",86,137,2005,10,"2005-10"
"Canada",86,137,2005,10,"2005-10"
"Burkina Faso",88,137,2005,10,"2005-10"
"United Arab Emirates",89,137,2005,10,"2005-10"
"Kenya",90,137,2005,10,"2005-10"
"Haiti",91,137,2005,10,"2005-10"
"Iceland",92,137,2005,10,"2005-10"
"FYR Macedonia",93,137,2005,10,"2005-10"
"Sudan",94,137,2005,10,"2005-10"
"Singapore",95,137,2005,10,"2005-10"
"Bolivia",96,137,2005,10,"2005-10"
"Lithuania",97,137,2005,10,"2005-10"
"Indonesia",98,137,2005,10,"2005-10"
"Botswana",99,137,2005,10,"2005-10"
"Georgia",100,137,2005,10,"2005-10"
"Thailand",101,137,2005,10,"2005-10"
"Gabon",102,137,2005,10,"2005-10"
"Cyprus",103,137,2005,10,"2005-10"
"Northern Ireland",104,137,2005,10,"2005-10"
"Malawi",105,137,2005,10,"2005-10"
"Rwanda",105,137,2005,10,"2005-10"
"Syria",107,137,2005,10,"2005-10"
"Moldova",108,137,2005,10,"2005-10"
"Armenia",109,137,2005,10,"2005-10"
"Uganda",110,137,2005,10,"2005-10"
"Turkmenistan",111,137,2005,10,"2005-10"
"Congo",112,137,2005,10,"2005-10"
"Vietnam",113,137,2005,10,"2005-10"
"Azerbaijan",114,137,2005,10,"2005-10"
"Malaysia",115,137,2005,10,"2005-10"
"New Zealand",116,137,2005,10,"2005-10"
"St. Lucia",117,137,2005,10,"2005-10"
"Benin",118,137,2005,10,"2005-10"
"Barbados",119,137,2005,10,"2005-10"
"El Salvador",120,137,2005,10,"2005-10"
"Hong Kong",120,137,2005,10,"2005-10"
"Lebanon",122,137,2005,10,"2005-10"
"Cape Verde Islands",123,137,2005,10,"2005-10"
"St. Kitts and Nevis",124,137,2005,10,"2005-10"
"Malta",125,137,2005,10,"2005-10"
"Liechtenstein",126,137,2005,10,"2005-10"
"St. Vincent and the Grenadines",127,137,2005,10,"2005-10"
"Andorra",128,137,2005,10,"2005-10"
"Ethiopia",128,137,2005,10,"2005-10"
"Mozambique",130,137,2005,10,"2005-10"
"Yemen",131,137,2005,10,"2005-10"
"India",132,137,2005,10,"2005-10"
"Swaziland",133,137,2005,10,"2005-10"
"Faroe Islands",134,137,2005,10,"2005-10"
"Liberia",134,137,2005,10,"2005-10"
"Palestine",136,137,2005,10,"2005-10"
"Fiji",137,137,2005,10,"2005-10"
"Solomon Islands",138,137,2005,10,"2005-10"
"Tahiti",138,137,2005,10,"2005-10"
"Kazakhstan",140,137,2005,10,"2005-10"
"Myanmar",141,137,2005,10,"2005-10"
"Burundi",142,137,2005,10,"2005-10"
"Tajikistan",143,137,2005,10,"2005-10"
"Sri Lanka",144,137,2005,10,"2005-10"
"Mauritius",145,137,2005,10,"2005-10"
"Maldives",146,137,2005,10,"2005-10"
"Lesotho",147,137,2005,10,"2005-10"
"Vanuatu",148,137,2005,10,"2005-10"
"Grenada",149,137,2005,10,"2005-10"
"Madagascar",150,137,2005,10,"2005-10"
"Suriname",151,137,2005,10,"2005-10"
"Luxembourg",152,137,2005,10,"2005-10"
"Kyrgyzstan",152,137,2005,10,"2005-10"
"Antigua and Barbuda",154,137,2005,10,"2005-10"
"Chinese Taipei",155,137,2005,10,"2005-10"
"Nicaragua",156,137,2005,10,"2005-10"
"San Marino",157,137,2005,10,"2005-10"
"Chad",158,137,2005,10,"2005-10"
"Bermuda",159,137,2005,10,"2005-10"
"Namibia",160,137,2005,10,"2005-10"
"Gambia",161,137,2005,10,"2005-10"
"Sierra Leone",162,137,2005,10,"2005-10"
"British Virgin Islands",163,137,2005,10,"2005-10"
"Papua New Guinea",164,137,2005,10,"2005-10"
"Laos",165,137,2005,10,"2005-10"
"Netherlands Antilles",166,137,2005,10,"2005-10"
"Dominica",167,137,2005,10,"2005-10"
"Guyana",168,137,2005,10,"2005-10"
"Bangladesh",169,137,2005,10,"2005-10"
"Pakistan",170,137,2005,10,"2005-10"
"Equatorial Guinea",171,137,2005,10,"2005-10"
"Eritrea",172,137,2005,10,"2005-10"
"Dominican Republic",173,137,2005,10,"2005-10"
"Seychelles",174,137,2005,10,"2005-10"
"Tanzania",175,137,2005,10,"2005-10"
"Niger",176,137,2005,10,"2005-10"
"Cayman Islands",177,137,2005,10,"2005-10"
"Mauritania",178,137,2005,10,"2005-10"
"Samoa",179,137,2005,10,"2005-10"
"Nepal",180,137,2005,10,"2005-10"
"Mongolia",181,137,2005,10,"2005-10"
"Belize",182,137,2005,10,"2005-10"
"Central African Republic",183,137,2005,10,"2005-10"
"Tonga",184,137,2005,10,"2005-10"
"Cambodia",185,137,2005,10,"2005-10"
"New Caledonia",186,137,2005,10,"2005-10"
"Philippines",187,137,2005,10,"2005-10"
"Somalia",188,137,2005,10,"2005-10"
"Bhutan",189,137,2005,10,"2005-10"
"Macau",190,137,2005,10,"2005-10"
"Guinea-Bissau",191,137,2005,10,"2005-10"
"Bahamas",192,137,2005,10,"2005-10"
"Cook Islands",193,137,2005,10,"2005-10"
"Puerto Rico",194,137,2005,10,"2005-10"
"US Virgin Islands",195,137,2005,10,"2005-10"
"São Tomé e Príncipe",196,137,2005,10,"2005-10"
"Anguilla",197,137,2005,10,"2005-10"
"Brunei Darussalam",198,137,2005,10,"2005-10"
"Afghanistan",199,137,2005,10,"2005-10"
"Aruba",199,137,2005,10,"2005-10"
"Djibouti",201,137,2005,10,"2005-10"
"Montserrat",202,137,2005,10,"2005-10"
"Turks and Caicos Islands",203,137,2005,10,"2005-10"
"Guam",204,137,2005,10,"2005-10"
"American Samoa",205,137,2005,10,"2005-10"
"Brazil",1,138,2005,11,"2005-11"
"Czech Republic",2,138,2005,11,"2005-11"
"Netherlands",3,138,2005,11,"2005-11"
"Argentina",4,138,2005,11,"2005-11"
"France",5,138,2005,11,"2005-11"
"Spain",6,138,2005,11,"2005-11"
"Mexico",7,138,2005,11,"2005-11"
"USA",8,138,2005,11,"2005-11"
"England",9,138,2005,11,"2005-11"
"Portugal",10,138,2005,11,"2005-11"
"Turkey",11,138,2005,11,"2005-11"
"Italy",12,138,2005,11,"2005-11"
"Denmark",13,138,2005,11,"2005-11"
"Sweden",14,138,2005,11,"2005-11"
"Japan",15,138,2005,11,"2005-11"
"Germany",16,138,2005,11,"2005-11"
"Greece",17,138,2005,11,"2005-11"
"Uruguay",18,138,2005,11,"2005-11"
"Iran",19,138,2005,11,"2005-11"
"Croatia",20,138,2005,11,"2005-11"
"Costa Rica",21,138,2005,11,"2005-11"
"Cameroon",22,138,2005,11,"2005-11"
"Poland",23,138,2005,11,"2005-11"
"Republic of Ireland",23,138,2005,11,"2005-11"
"Nigeria",25,138,2005,11,"2005-11"
"Colombia",25,138,2005,11,"2005-11"
"Romania",27,138,2005,11,"2005-11"
"Tunisia",28,138,2005,11,"2005-11"
"Korea Republic",29,138,2005,11,"2005-11"
"Senegal",30,138,2005,11,"2005-11"
"Paraguay",30,138,2005,11,"2005-11"
"Saudi Arabia",32,138,2005,11,"2005-11"
"Egypt",33,138,2005,11,"2005-11"
"Russia",34,138,2005,11,"2005-11"
"Morocco",35,138,2005,11,"2005-11"
"Switzerland",36,138,2005,11,"2005-11"
"Ecuador",37,138,2005,11,"2005-11"
"Norway",38,138,2005,11,"2005-11"
"Bulgaria",39,138,2005,11,"2005-11"
"Ukraine",40,138,2005,11,"2005-11"
"Côte d'Ivoire",41,138,2005,11,"2005-11"
"Honduras",41,138,2005,11,"2005-11"
"Jamaica",43,138,2005,11,"2005-11"
"Israel",44,138,2005,11,"2005-11"
"Slovakia",45,138,2005,11,"2005-11"
"Finland",45,138,2005,11,"2005-11"
"Serbia and Montenegro",47,138,2005,11,"2005-11"
"South Africa",48,138,2005,11,"2005-11"
"Australia",49,138,2005,11,"2005-11"
"Ghana",50,138,2005,11,"2005-11"
"Trinidad and Tobago",51,138,2005,11,"2005-11"
"Belgium",52,138,2005,11,"2005-11"
"Bahrain",53,138,2005,11,"2005-11"
"Zimbabwe",54,138,2005,11,"2005-11"
"Guatemala",55,138,2005,11,"2005-11"
"Togo",56,138,2005,11,"2005-11"
"Zambia",57,138,2005,11,"2005-11"
"Uzbekistan",58,138,2005,11,"2005-11"
"Mali",59,138,2005,11,"2005-11"
"Belarus",59,138,2005,11,"2005-11"
"Scotland",61,138,2005,11,"2005-11"
"Angola",62,138,2005,11,"2005-11"
"Slovenia",63,138,2005,11,"2005-11"
"Chile",63,138,2005,11,"2005-11"
"Peru",65,138,2005,11,"2005-11"
"Bosnia and Herzegovina",65,138,2005,11,"2005-11"
"Venezuela",67,138,2005,11,"2005-11"
"Kuwait",68,138,2005,11,"2005-11"
"China PR",69,138,2005,11,"2005-11"
"Latvia",70,138,2005,11,"2005-11"
"Hungary",71,138,2005,11,"2005-11"
"Austria",72,138,2005,11,"2005-11"
"Wales",72,138,2005,11,"2005-11"
"Iraq",74,138,2005,11,"2005-11"
"Cuba",75,138,2005,11,"2005-11"
"Congo DR",76,138,2005,11,"2005-11"
"Estonia",77,138,2005,11,"2005-11"
"Panama",78,138,2005,11,"2005-11"
"Oman",79,138,2005,11,"2005-11"
"Guinea",80,138,2005,11,"2005-11"
"Qatar",81,138,2005,11,"2005-11"
"Algeria",82,138,2005,11,"2005-11"
"Libya",83,138,2005,11,"2005-11"
"Jordan",84,138,2005,11,"2005-11"
"Korea DPR",85,138,2005,11,"2005-11"
"Albania",85,138,2005,11,"2005-11"
"Canada",87,138,2005,11,"2005-11"
"United Arab Emirates",88,138,2005,11,"2005-11"
"Burkina Faso",89,138,2005,11,"2005-11"
"FYR Macedonia",90,138,2005,11,"2005-11"
"Haiti",91,138,2005,11,"2005-11"
"Kenya",92,138,2005,11,"2005-11"
"Sudan",93,138,2005,11,"2005-11"
"Iceland",93,138,2005,11,"2005-11"
"Singapore",95,138,2005,11,"2005-11"
"Bolivia",96,138,2005,11,"2005-11"
"Cyprus",97,138,2005,11,"2005-11"
"Lithuania",98,138,2005,11,"2005-11"
"Botswana",99,138,2005,11,"2005-11"
"Georgia",100,138,2005,11,"2005-11"
"Northern Ireland",101,138,2005,11,"2005-11"
"Gabon",102,138,2005,11,"2005-11"
"Indonesia",103,138,2005,11,"2005-11"
"Malawi",104,138,2005,11,"2005-11"
"Thailand",105,138,2005,11,"2005-11"
"Rwanda",106,138,2005,11,"2005-11"
"Syria",107,138,2005,11,"2005-11"
"Moldova",108,138,2005,11,"2005-11"
"Uganda",109,138,2005,11,"2005-11"
"Armenia",110,138,2005,11,"2005-11"
"Congo",111,138,2005,11,"2005-11"
"Turkmenistan",112,138,2005,11,"2005-11"
"Azerbaijan",113,138,2005,11,"2005-11"
"Vietnam",114,138,2005,11,"2005-11"
"Benin",115,138,2005,11,"2005-11"
"Malaysia",116,138,2005,11,"2005-11"
"Hong Kong",117,138,2005,11,"2005-11"
"New Zealand",118,138,2005,11,"2005-11"
"Barbados",119,138,2005,11,"2005-11"
"Cape Verde Islands",120,138,2005,11,"2005-11"
"El Salvador",120,138,2005,11,"2005-11"
"Lebanon",120,138,2005,11,"2005-11"
"Malta",123,138,2005,11,"2005-11"
"Liechtenstein",124,138,2005,11,"2005-11"
"St. Lucia",125,138,2005,11,"2005-11"
"St. Vincent and the Grenadines",126,138,2005,11,"2005-11"
"Andorra",127,138,2005,11,"2005-11"
"Ethiopia",128,138,2005,11,"2005-11"
"St. Kitts and Nevis",128,138,2005,11,"2005-11"
"Mozambique",130,138,2005,11,"2005-11"
"Faroe Islands",131,138,2005,11,"2005-11"
"Swaziland",131,138,2005,11,"2005-11"
"Liberia",133,138,2005,11,"2005-11"
"Yemen",134,138,2005,11,"2005-11"
"India",135,138,2005,11,"2005-11"
"Fiji",136,138,2005,11,"2005-11"
"Palestine",137,138,2005,11,"2005-11"
"Solomon Islands",138,138,2005,11,"2005-11"
"Kazakhstan",139,138,2005,11,"2005-11"
"Tahiti",140,138,2005,11,"2005-11"
"Tajikistan",141,138,2005,11,"2005-11"
"Myanmar",142,138,2005,11,"2005-11"
"Burundi",143,138,2005,11,"2005-11"
"Sri Lanka",144,138,2005,11,"2005-11"
"Mauritius",144,138,2005,11,"2005-11"
"Lesotho",146,138,2005,11,"2005-11"
"Maldives",147,138,2005,11,"2005-11"
"Vanuatu",148,138,2005,11,"2005-11"
"Madagascar",149,138,2005,11,"2005-11"
"Grenada",150,138,2005,11,"2005-11"
"Suriname",151,138,2005,11,"2005-11"
"Luxembourg",152,138,2005,11,"2005-11"
"Kyrgyzstan",153,138,2005,11,"2005-11"
"Nicaragua",154,138,2005,11,"2005-11"
"Antigua and Barbuda",155,138,2005,11,"2005-11"
"Chinese Taipei",156,138,2005,11,"2005-11"
"San Marino",157,138,2005,11,"2005-11"
"Chad",158,138,2005,11,"2005-11"
"Bermuda",158,138,2005,11,"2005-11"
"Namibia",160,138,2005,11,"2005-11"
"Gambia",161,138,2005,11,"2005-11"
"Sierra Leone",162,138,2005,11,"2005-11"
"British Virgin Islands",163,138,2005,11,"2005-11"
"Papua New Guinea",164,138,2005,11,"2005-11"
"Laos",165,138,2005,11,"2005-11"
"Netherlands Antilles",166,138,2005,11,"2005-11"
"Guyana",167,138,2005,11,"2005-11"
"Pakistan",168,138,2005,11,"2005-11"
"Dominica",169,138,2005,11,"2005-11"
"Bangladesh",170,138,2005,11,"2005-11"
"Equatorial Guinea",171,138,2005,11,"2005-11"
"Eritrea",172,138,2005,11,"2005-11"
"Dominican Republic",173,138,2005,11,"2005-11"
"Seychelles",174,138,2005,11,"2005-11"
"Tanzania",175,138,2005,11,"2005-11"
"Cayman Islands",176,138,2005,11,"2005-11"
"Niger",176,138,2005,11,"2005-11"
"Mauritania",178,138,2005,11,"2005-11"
"Mongolia",179,138,2005,11,"2005-11"
"Samoa",180,138,2005,11,"2005-11"
"Nepal",181,138,2005,11,"2005-11"
"Belize",181,138,2005,11,"2005-11"
"Central African Republic",183,138,2005,11,"2005-11"
"Tonga",184,138,2005,11,"2005-11"
"New Caledonia",185,138,2005,11,"2005-11"
"Cambodia",185,138,2005,11,"2005-11"
"Philippines",187,138,2005,11,"2005-11"
"Somalia",188,138,2005,11,"2005-11"
"Bhutan",189,138,2005,11,"2005-11"
"Macau",190,138,2005,11,"2005-11"
"Guinea-Bissau",191,138,2005,11,"2005-11"
"Bahamas",192,138,2005,11,"2005-11"
"Puerto Rico",193,138,2005,11,"2005-11"
"Cook Islands",194,138,2005,11,"2005-11"
"US Virgin Islands",195,138,2005,11,"2005-11"
"São Tomé e Príncipe",196,138,2005,11,"2005-11"
"Anguilla",197,138,2005,11,"2005-11"
"Afghanistan",198,138,2005,11,"2005-11"
"Brunei Darussalam",199,138,2005,11,"2005-11"
"Aruba",200,138,2005,11,"2005-11"
"Djibouti",201,138,2005,11,"2005-11"
"Montserrat",202,138,2005,11,"2005-11"
"Turks and Caicos Islands",203,138,2005,11,"2005-11"
"Guam",204,138,2005,11,"2005-11"
"American Samoa",205,138,2005,11,"2005-11"
"Brazil",1,139,2005,12,"2005-12"
"Czech Republic",2,139,2005,12,"2005-12"
"Netherlands",3,139,2005,12,"2005-12"
"Argentina",4,139,2005,12,"2005-12"
"Mexico",5,139,2005,12,"2005-12"
"Spain",5,139,2005,12,"2005-12"
"France",5,139,2005,12,"2005-12"
"USA",8,139,2005,12,"2005-12"
"England",9,139,2005,12,"2005-12"
"Portugal",10,139,2005,12,"2005-12"
"Turkey",11,139,2005,12,"2005-12"
"Italy",12,139,2005,12,"2005-12"
"Denmark",13,139,2005,12,"2005-12"
"Sweden",14,139,2005,12,"2005-12"
"Japan",15,139,2005,12,"2005-12"
"Greece",16,139,2005,12,"2005-12"
"Germany",16,139,2005,12,"2005-12"
"Uruguay",18,139,2005,12,"2005-12"
"Iran",19,139,2005,12,"2005-12"
"Croatia",20,139,2005,12,"2005-12"
"Costa Rica",21,139,2005,12,"2005-12"
"Poland",22,139,2005,12,"2005-12"
"Cameroon",23,139,2005,12,"2005-12"
"Nigeria",24,139,2005,12,"2005-12"
"Republic of Ireland",24,139,2005,12,"2005-12"
"Colombia",24,139,2005,12,"2005-12"
"Romania",27,139,2005,12,"2005-12"
"Tunisia",28,139,2005,12,"2005-12"
"Korea Republic",29,139,2005,12,"2005-12"
"Paraguay",30,139,2005,12,"2005-12"
"Senegal",30,139,2005,12,"2005-12"
"Egypt",32,139,2005,12,"2005-12"
"Saudi Arabia",33,139,2005,12,"2005-12"
"Russia",34,139,2005,12,"2005-12"
"Switzerland",35,139,2005,12,"2005-12"
"Morocco",36,139,2005,12,"2005-12"
"Ecuador",37,139,2005,12,"2005-12"
"Norway",38,139,2005,12,"2005-12"
"Bulgaria",39,139,2005,12,"2005-12"
"Ukraine",40,139,2005,12,"2005-12"
"Honduras",41,139,2005,12,"2005-12"
"Côte d'Ivoire",42,139,2005,12,"2005-12"
"Jamaica",42,139,2005,12,"2005-12"
"Israel",44,139,2005,12,"2005-12"
"Slovakia",45,139,2005,12,"2005-12"
"Finland",46,139,2005,12,"2005-12"
"Serbia",47,139,2005,12,"2005-12"
"Serbia and Montenegro",47,139,2005,12,"2005-12"
"Australia",48,139,2005,12,"2005-12"
"South Africa",49,139,2005,12,"2005-12"
"Ghana",50,139,2005,12,"2005-12"
"Trinidad and Tobago",50,139,2005,12,"2005-12"
"Bahrain",52,139,2005,12,"2005-12"
"Zimbabwe",53,139,2005,12,"2005-12"
"Iraq",54,139,2005,12,"2005-12"
"Belgium",55,139,2005,12,"2005-12"
"Togo",56,139,2005,12,"2005-12"
"Guatemala",56,139,2005,12,"2005-12"
"Zambia",58,139,2005,12,"2005-12"
"Uzbekistan",59,139,2005,12,"2005-12"
"Scotland",60,139,2005,12,"2005-12"
"Angola",61,139,2005,12,"2005-12"
"Belarus",61,139,2005,12,"2005-12"
"Mali",63,139,2005,12,"2005-12"
